id,message
2299,DESTINATION SRM_PUTDONE Error on the surl srm://srm-cms.gridpp.rl.ac.uk/castor/ads.rl.ac.uk/prod/cms/store/test/rucio/cms//store/mc/RunIIFall17NanoAODv5/GluinoGluinoToNeutralinoNeutralinoTo2T2B2S_M-1200_CTau-1mm_TuneCP2_13TeV-pythia8/NANOAODSIM/PU2017_12Apr2018_Nano1June2019_102X_mc2017_realistic_v7-v1/110000/4A6DBD64-B287-F746-96AB-DEAAB12CCDB5.root while putdone : [SE][PutDone][SRM_INVALID_PATH] This SURL does not exist in the original request
2300,DESTINATION SRM_PUTDONE Error on the surl srm://srm-cms.gridpp.rl.ac.uk/castor/ads.rl.ac.uk/prod/cms/store/test/rucio/cms//store/mc/RunIIFall17NanoAODv5/HSCPgluinoonlyneutral_M-2200_TuneCP5_13TeV-pythia8/NANOAODSIM/PU2017_12Apr2018_Nano1June2019_HSCP1_102X_mc2017_realistic_v7-v1/100000/120181B6-8DE4-534D-A728-CE1747DB034B.root while putdone : [SE][PutDone][SRM_INVALID_PATH] This SURL does not exist in the original request
2301,DESTINATION SRM_PUTDONE Error on the surl srm://srm-cms.gridpp.rl.ac.uk/castor/ads.rl.ac.uk/prod/cms/store/test/rucio/cms//store/mc/RunIIFall17NanoAODv5/HeavyNeutrino_trilepton_M-3_V-0_00707813534767_e_massiveAndCKM_LO/NANOAODSIM/PU2017_12Apr2018_Nano1June2019_102X_mc2017_realistic_v7-v1/260000/1E165363-1A38-9A47-ACCA-FDFA302BC4B8.root while putdone : [SE][PutDone][SRM_INVALID_PATH] This SURL does not exist in the original request
2302,DESTINATION SRM_PUTDONE Error on the surl srm://srm-cms.gridpp.rl.ac.uk/castor/ads.rl.ac.uk/prod/cms/store/test/rucio/cms//store/mc/RunIIFall17NanoAODv5/HeavyNeutrino_trilepton_M-5_V-0_00904_tau_Dirac_massiveAndCKM_LO/NANOAODSIM/PU2017_12Apr2018_Nano1June2019_102X_mc2017_realistic_v7-v1/40000/785DB2EE-F088-EC41-A0C7-82734DA19F55.root while putdone : [SE][PutDone][SRM_INVALID_PATH] This SURL does not exist in the original request
2303,DESTINATION SRM_PUTDONE Error on the surl srm://srm-cms.gridpp.rl.ac.uk/castor/ads.rl.ac.uk/prod/cms/store/test/rucio/cms//store/mc/RunIIFall17NanoAODv5/MC17_DYTo2Mu_M300to800_CP5_Pythia8_v1/NANOAODSIM/PU2017_12Apr2018_Nano1June2019_102X_mc2017_realistic_v7-v1/120000/C996AB2C-448D-FC49-8C3F-F856AF8D8FA3.root while putdone : [SE][PutDone][SRM_INVALID_PATH] This SURL does not exist in the original request
2304,DESTINATION SRM_PUTDONE Error on the surl srm://srm-cms.gridpp.rl.ac.uk/castor/ads.rl.ac.uk/prod/cms/store/test/rucio/cms//store/mc/RunIIFall17NanoAODv5/MSSMD_mH_125_mN1_60_mGammaD_0p25_cT_20_TuneCP5_13TeV-madgraph-pythia8/NANOAODSIM/PU2017_12Apr2018_Nano1June2019_102X_mc2017_realistic_v7-v1/70000/9EE265EA-C040-1F45-9935-78FFC42AD1D3.root while putdone : [SE][PutDone][SRM_INVALID_PATH] This SURL does not exist in the original request
2305,DESTINATION SRM_PUTDONE Error on the surl srm://srm-cms.gridpp.rl.ac.uk/castor/ads.rl.ac.uk/prod/cms/store/test/rucio/cms//store/mc/RunIIFall17NanoAODv5/MSSMD_mH_125_mN1_60_mGammaD_0p25_cT_20_TuneCP5_13TeV-madgraph-pythia8/NANOAODSIM/PU2017_12Apr2018_Nano1June2019_102X_mc2017_realistic_v7-v1/70000/D526951F-E433-3345-ABAB-607DDD44AD52.root while putdone : [SE][PutDone][SRM_INVALID_PATH] This SURL does not exist in the original request
2306,DESTINATION SRM_PUTDONE Error on the surl srm://srm-cms.gridpp.rl.ac.uk/castor/ads.rl.ac.uk/prod/cms/store/test/rucio/cms//store/mc/RunIIFall17NanoAODv5/MSSMD_mH_125_mN1_60_mGammaD_2_cT_50_TuneCP5_13TeV-madgraph-pythia8/NANOAODSIM/PU2017_12Apr2018_Nano1June2019_102X_mc2017_realistic_v7-v1/120000/85B179BB-58E2-2E45-BE8A-260AD13F41EC.root while putdone : [SE][PutDone][SRM_INVALID_PATH] This SURL does not exist in the original request
2307,DESTINATION SRM_PUTDONE Error on the surl srm://srm-cms.gridpp.rl.ac.uk/castor/ads.rl.ac.uk/prod/cms/store/test/rucio/cms//store/mc/RunIIFall17NanoAODv5/MadGraphChargedResonance_WGToLNuG_M1000_width0p01/NANOAODSIM/PU2017_12Apr2018_Nano1June2019_102X_mc2017_realistic_v7-v1/120000/805FD9C4-93CF-E343-83FA-83AB8E0D6393.root while putdone : [SE][PutDone][SRM_INVALID_PATH] This SURL does not exist in the original request
2308,DESTINATION SRM_PUTDONE Error on the surl srm://srm-cms.gridpp.rl.ac.uk/castor/ads.rl.ac.uk/prod/cms/store/test/rucio/cms//store/mc/RunIIFall17NanoAODv5/MonoZprime_V_Mx1_Mv500_TuneCP5_13TeV_madgraph/NANOAODSIM/PU2017_12Apr2018_Nano1June2019_102X_mc2017_realistic_v7-v1/130000/C960A6EC-48CF-AB4A-9E15-069AAC898F16.root while putdone : [SE][PutDone][SRM_INVALID_PATH] This SURL does not exist in the original request
2309,DESTINATION SRM_PUTDONE Error on the surl srm://srm-cms.gridpp.rl.ac.uk/castor/ads.rl.ac.uk/prod/cms/store/test/rucio/cms//store/mc/RunIIFall17NanoAODv5/QCD_Pt-15to7000_TuneCUETHS1_Flat_13TeV_herwigpp/NANOAODSIM/PU2017_12Apr2018_Nano1June2019_102X_mc2017_realistic_v7-v1/120000/40480F94-C76C-7C43-9FFA-3827AE71A1DF.root while putdone : [SE][PutDone][SRM_INVALID_PATH] This SURL does not exist in the original request
2310,DESTINATION SRM_PUTDONE Error on the surl srm://srm-cms.gridpp.rl.ac.uk/castor/ads.rl.ac.uk/prod/cms/store/test/rucio/cms//store/mc/RunIIFall17NanoAODv5/ST_FCNC-T_Tleptonic_kappa_gct-MadGraph5-pythia8/NANOAODSIM/PU2017_12Apr2018_Nano1June2019_tauDecays_102X_mc2017_realistic_v7-v1/270000/87518E6E-D940-1F43-8000-96CC80BBADF5.root while putdone : [SE][PutDone][SRM_INVALID_PATH] This SURL does not exist in the original request
2311,DESTINATION SRM_PUTDONE Error on the surl srm://srm-cms.gridpp.rl.ac.uk/castor/ads.rl.ac.uk/prod/cms/store/test/rucio/cms//store/mc/RunIIFall17NanoAODv5/ST_s-channel_4f_leptonDecays_TuneCP5_13TeV-amcatnlo-pythia8/NANOAODSIM/PU2017_12Apr2018_Nano1June2019_102X_mc2017_realistic_v7-v1/40000/D84F6A2B-6B43-C148-A86B-ED7DDBCFD18D.root while putdone : [SE][PutDone][SRM_INVALID_PATH] This SURL does not exist in the original request
2312,DESTINATION SRM_PUTDONE Error on the surl srm://srm-cms.gridpp.rl.ac.uk/castor/ads.rl.ac.uk/prod/cms/store/test/rucio/cms//store/mc/RunIIFall17NanoAODv5/ST_tW_top_5f_inclusiveDecays_mtop1735_TuneCP5_PSweights_13TeV-powheg-pythia8/NANOAODSIM/PU2017_12Apr2018_Nano1June2019_102X_mc2017_realistic_v7-v1/110000/C3A575E9-5068-464D-A4BA-9C1E624C80D0.root while putdone : [SE][PutDone][SRM_INVALID_PATH] This SURL does not exist in the original request
2313,DESTINATION SRM_PUTDONE Error on the surl srm://srm-cms.gridpp.rl.ac.uk/castor/ads.rl.ac.uk/prod/cms/store/test/rucio/cms//store/mc/RunIIFall17NanoAODv5/SUSYGluGluToBBHToBB_M-110_TuneCP5_13TeV-amcatnlo-pythia8/NANOAODSIM/PU2017_12Apr2018_Nano1June2019_102X_mc2017_realistic_v7-v1/40000/FEE2F3F7-6FAA-8A49-86A9-7B9E02E8B8C2.root while putdone : [SE][PutDone][SRM_INVALID_PATH] This SURL does not exist in the original request
2314,DESTINATION SRM_PUTDONE Error on the surl srm://srm-cms.gridpp.rl.ac.uk/castor/ads.rl.ac.uk/prod/cms/store/test/rucio/cms//store/mc/RunIIFall17NanoAODv5/SUSYGluGluToBBHToBB_M-140_TuneCP5_13TeV-amcatnlo-pythia8/NANOAODSIM/PU2017_12Apr2018_Nano1June2019_102X_mc2017_realistic_v7_ext2-v1/110000/DF1240C7-5696-D44E-B46C-17448FCF959D.root while putdone : [SE][PutDone][SRM_INVALID_PATH] This SURL does not exist in the original request
2315,DESTINATION SRM_PUTDONE Error on the surl srm://srm-cms.gridpp.rl.ac.uk/castor/ads.rl.ac.uk/prod/cms/store/test/rucio/cms//store/mc/RunIIFall17NanoAODv5/SingleVectorLQ_InclusiveDecay_M-2300_TuneCP2_13TeV-madgraph-pythia8/NANOAODSIM/PU2017_12Apr2018_Nano1June2019_102X_mc2017_realistic_v7-v1/260000/6C0A1B9B-185F-2847-8A97-2DD7BEDC048F.root while putdone : [SE][PutDone][SRM_INVALID_PATH] This SURL does not exist in the original request
2316,DESTINATION SRM_PUTDONE Error on the surl srm://srm-cms.gridpp.rl.ac.uk/castor/ads.rl.ac.uk/prod/cms/store/test/rucio/cms//store/mc/RunIIFall17NanoAODv5/TTGamma_Dilept_TuneCP5_erdON_PSweights_13TeV-madgraph-pythia8/NANOAODSIM/PU2017_12Apr2018_Nano1June2019_102X_mc2017_realistic_v7-v1/260000/3B87366F-FD82-CB45-A79A-6C829DF7DC36.root while putdone : [SE][PutDone][SRM_INVALID_PATH] This SURL does not exist in the original request
2317,DESTINATION SRM_PUTDONE Error on the surl srm://srm-cms.gridpp.rl.ac.uk/castor/ads.rl.ac.uk/prod/cms/store/test/rucio/cms//store/mc/RunIIFall17NanoAODv5/TTToHadronic_hdampUP_TuneCP5_PSweights_13TeV-powheg-pythia8/NANOAODSIM/PU2017_12Apr2018_Nano1June2019_102X_mc2017_realistic_v7-v1/60000/6B333035-8DE3-724E-A32C-A868AFA490FA.root while putdone : [SE][PutDone][SRM_INVALID_PATH] This SURL does not exist in the original request
2318,DESTINATION SRM_PUTDONE Error on the surl srm://srm-cms.gridpp.rl.ac.uk/castor/ads.rl.ac.uk/prod/cms/store/test/rucio/cms//store/mc/RunIIFall17NanoAODv5/TTZPrimeToMuMu_M-1300_TuneCP5_13TeV-madgraph-pythia8/NANOAODSIM/PU2017_12Apr2018_Nano1June2019_102X_mc2017_realistic_v7-v1/110000/24E01542-A2CC-A144-AECB-7FD19B9F2233.root while putdone : [SE][PutDone][SRM_INVALID_PATH] This SURL does not exist in the original request
2319,DESTINATION SRM_PUTDONE Error on the surl srm://srm-cms.gridpp.rl.ac.uk/castor/ads.rl.ac.uk/prod/cms/store/test/rucio/cms//store/mc/RunIIFall17NanoAODv5/TT_FCNC-aT2ZJ_Thadronic_ZToll_kappa_zct-MadGraph5-pythia8/NANOAODSIM/PU2017_12Apr2018_Nano1June2019_102X_mc2017_realistic_v7-v1/40000/B440C083-262A-C249-BEFC-14181DBBFB19.root while putdone : [SE][PutDone][SRM_INVALID_PATH] This SURL does not exist in the original request
2320,DESTINATION SRM_PUTDONE Error on the surl srm://srm-cms.gridpp.rl.ac.uk/castor/ads.rl.ac.uk/prod/cms/store/test/rucio/cms//store/mc/RunIIFall17NanoAODv5/TstarTstarToTgluonTgamma_M-1600_TuneCP5_13TeV-madgraph-pythia8/NANOAODSIM/PU2017_12Apr2018_Nano1June2019_102X_mc2017_realistic_v7-v1/00000/55B539CE-C36B-D041-A7A5-AB09FA58EE76.root while putdone : [SE][PutDone][SRM_INVALID_PATH] This SURL does not exist in the original request
2321,DESTINATION SRM_PUTDONE Error on the surl srm://srm-cms.gridpp.rl.ac.uk/castor/ads.rl.ac.uk/prod/cms/store/test/rucio/cms//store/mc/RunIIFall17NanoAODv5/VBFHToTauTau_HTXSFilter_STXS1p1_Bin203to205_M125_TuneCP5_13TeV-powheg-pythia8/NANOAODSIM/PU2017_12Apr2018_Nano1June2019_102X_mc2017_realistic_v7-v1/270000/5F346B1C-C3C5-1F40-AF63-254CEBA43245.root while putdone : [SE][PutDone][SRM_INVALID_PATH] This SURL does not exist in the original request
2322,DESTINATION SRM_PUTDONE Error on the surl srm://srm-cms.gridpp.rl.ac.uk/castor/ads.rl.ac.uk/prod/cms/store/test/rucio/cms//store/mc/RunIIFall17NanoAODv5/VBFHToTauTau_HTXSFilter_STXS1p1_Bin207to210_M125_TuneCP5_13TeV-powheg-pythia8/NANOAODSIM/PU2017_12Apr2018_Nano1June2019_102X_mc2017_realistic_v7-v1/260000/3C439474-2252-014E-8762-4A7BD25390A2.root while putdone : [SE][PutDone][SRM_INVALID_PATH] This SURL does not exist in the original request
2323,DESTINATION SRM_PUTDONE Error on the surl srm://srm-cms.gridpp.rl.ac.uk/castor/ads.rl.ac.uk/prod/cms/store/test/rucio/cms//store/mc/RunIIFall17NanoAODv5/VBFToHiggs0PHf025ph0ToZZTo4l_M125_GaSM_13TeV_JHUGenV730_MCFM701_pythia8/NANOAODSIM/PU2017_12Apr2018_Nano1June2019_102X_mc2017_realistic_v7-v1/260000/831726F8-50A6-5E44-AF5E-4F1BABB65298.root while putdone : [SE][PutDone][SRM_INVALID_PATH] This SURL does not exist in the original request
2324,DESTINATION SRM_PUTDONE Error on the surl srm://srm-cms.gridpp.rl.ac.uk/castor/ads.rl.ac.uk/prod/cms/store/test/rucio/cms//store/mc/RunIIFall17NanoAODv5/W2JetsToLNu_LHEWpT_150-250_TuneCP5_13TeV-amcnloFXFX-pythia8/NANOAODSIM/PU2017_12Apr2018_Nano1June2019_102X_mc2017_realistic_v7_ext1-v1/100000/C465EE9D-A4BD-024A-BF5A-866C070EE94F.root while putdone : [SE][PutDone][SRM_INVALID_PATH] This SURL does not exist in the original request
2325,DESTINATION SRM_PUTDONE Error on the surl srm://srm-cms.gridpp.rl.ac.uk/castor/ads.rl.ac.uk/prod/cms/store/test/rucio/cms//store/mc/RunIIFall17NanoAODv5/WJetsToLNu_2J_TuneCP5_13TeV-amcatnloFXFX-pythia8/NANOAODSIM/PU2017_12Apr2018_Nano1June2019_102X_mc2017_realistic_v7_ext1-v1/110000/7E66DEE7-DA3C-C04C-AECA-CF75771EE896.root while putdone : [SE][PutDone][SRM_INVALID_PATH] This SURL does not exist in the original request
2326,DESTINATION SRM_PUTDONE Error on the surl srm://srm-cms.gridpp.rl.ac.uk/castor/ads.rl.ac.uk/prod/cms/store/test/rucio/cms//store/mc/RunIIFall17NanoAODv5/WpToBpT_Wp2500Nar_Bp1700Wid_Zt_TuneCP5_13TeV-madgraphMLM-pythia8/NANOAODSIM/PU2017_12Apr2018_Nano1June2019_102X_mc2017_realistic_v7-v1/30000/017DE324-128E-794D-B5A0-7B78CB057FF2.root while putdone : [SE][PutDone][SRM_INVALID_PATH] This SURL does not exist in the original request
2327,DESTINATION SRM_PUTDONE Error on the surl srm://srm-cms.gridpp.rl.ac.uk/castor/ads.rl.ac.uk/prod/cms/store/test/rucio/cms//store/mc/RunIIFall17NanoAODv5/XXTo4J_M3000_CTau300mm_TuneCP2_13TeV_pythia8/NANOAODSIM/PU2017_12Apr2018_Nano1June2019_102X_mc2017_realistic_v7-v1/260000/C0FED1BD-62BF-FF42-91C6-C549740D72A5.root while putdone : [SE][PutDone][SRM_INVALID_PATH] This SURL does not exist in the original request
2328,DESTINATION SRM_PUTDONE Error on the surl srm://srm-cms.gridpp.rl.ac.uk/castor/ads.rl.ac.uk/prod/cms/store/test/rucio/cms//store/mc/RunIIFall17NanoAODv5/Z2JetsToNuNu_M-50_LHEZpT_250-400_TuneCP5_13TeV-amcnloFXFX-pythia8/NANOAODSIM/PU2017_12Apr2018_Nano1June2019_102X_mc2017_realistic_v7-v1/30000/84C6A6F4-8910-0D45-B9CE-FFB1FCC6C2D3.root while putdone : [SE][PutDone][SRM_INVALID_PATH] This SURL does not exist in the original request
2329,DESTINATION SRM_PUTDONE Error on the surl srm://srm-cms.gridpp.rl.ac.uk/castor/ads.rl.ac.uk/prod/cms/store/test/rucio/cms//store/mc/RunIIFall17NanoAODv5/Z2JetsToNuNu_M-50_LHEZpT_250-400_TuneCP5_13TeV-amcnloFXFX-pythia8/NANOAODSIM/PU2017_12Apr2018_Nano1June2019_102X_mc2017_realistic_v7_ext1-v1/40000/F6138F12-7B6D-D14D-AFAB-BD2B386CA5C7.root while putdone : [SE][PutDone][SRM_INVALID_PATH] This SURL does not exist in the original request
2330,DESTINATION SRM_PUTDONE Error on the surl srm://srm-cms.gridpp.rl.ac.uk/castor/ads.rl.ac.uk/prod/cms/store/test/rucio/cms//store/mc/RunIIFall17NanoAODv5/ZTo2LZTo2JJJ_EWK_LO_aQGC_MJJ100PTJ10_TuneCP5_13TeV-madgraph-pythia8/NANOAODSIM/PU2017_12Apr2018_Nano1June2019_102X_mc2017_realistic_v7-v1/260000/6F05661B-653E-BB43-BA72-EE341271E29F.root while putdone : [SE][PutDone][SRM_INVALID_PATH] This SURL does not exist in the original request
2331,DESTINATION SRM_PUTDONE Error on the surl srm://srm-cms.gridpp.rl.ac.uk/castor/ads.rl.ac.uk/prod/cms/store/test/rucio/cms//store/mc/RunIIFall17NanoAODv5/ZprimeToTT_M3500_W350_TuneCP2_13TeV-madgraphMLM-pythia8/NANOAODSIM/PU2017_12Apr2018_Nano1June2019_102X_mc2017_realistic_v7_ext1-v1/40000/C512B0BC-9874-814F-A579-B7CAB8310741.root while putdone : [SE][PutDone][SRM_INVALID_PATH] This SURL does not exist in the original request
2332,DESTINATION SRM_PUTDONE Error on the surl srm://srm-cms.gridpp.rl.ac.uk/castor/ads.rl.ac.uk/prod/cms/store/test/rucio/cms//store/mc/RunIIFall17NanoAODv5/ZprimeToZHToZlepHinc_narrow_M-4500_TuneCP5_13TeV-madgraph-pythia8/NANOAODSIM/PU2017_12Apr2018_Nano1June2019_102X_mc2017_realistic_v7-v1/70000/097B6A6A-4275-7B41-88ED-53D2129E0B28.root while putdone : [SE][PutDone][SRM_INVALID_PATH] This SURL does not exist in the original request
2333,DESTINATION SRM_PUTDONE Error on the surl srm://srm-cms.gridpp.rl.ac.uk/castor/ads.rl.ac.uk/prod/cms/store/test/rucio/cms//store/mc/RunIIFall17NanoAODv5/gluinoGMSB_M1600_ctau50000p0_TuneCP2_13TeV_pythia8/NANOAODSIM/PU2017_12Apr2018_Nano1June2019_102X_mc2017_realistic_v7-v1/260000/F5F8AEDF-A370-2340-BC40-940D61E3D0D8.root while putdone : [SE][PutDone][SRM_INVALID_PATH] This SURL does not exist in the original request
2334,DESTINATION SRM_PUTDONE Error on the surl srm://srm-cms.gridpp.rl.ac.uk/castor/ads.rl.ac.uk/prod/cms/store/test/rucio/cms//store/mc/RunIIFall17NanoAODv5/gluinoGMSB_M2000_ctau10p0_TuneCP2_13TeV_pythia8/NANOAODSIM/PU2017_12Apr2018_Nano1June2019_102X_mc2017_realistic_v7-v1/130000/6FBF4E82-6FE7-1443-9BF0-273A4939BA51.root while putdone : [SE][PutDone][SRM_INVALID_PATH] This SURL does not exist in the original request
2335,DESTINATION SRM_PUTDONE Error on the surl srm://srm-cms.gridpp.rl.ac.uk/castor/ads.rl.ac.uk/prod/cms/store/test/rucio/cms//store/mc/RunIIFall17NanoAODv5/ttHToMuMu_M120_TuneCP5_13TeV-powheg-pythia8/NANOAODSIM/PU2017_12Apr2018_Nano1June2019_102X_mc2017_realistic_v7-v1/40000/D2B6556F-FA10-0142-BEB7-BB96029B35FA.root while putdone : [SE][PutDone][SRM_INVALID_PATH] This SURL does not exist in the original request
2336,DESTINATION SRM_PUTDONE Error on the surl srm://srm-cms.gridpp.rl.ac.uk/castor/ads.rl.ac.uk/prod/cms/store/test/rucio/cms//store/mc/RunIISummer16NanoAODv5/ADDGravToGG_MS-11000_NED-2_KK-1_M-1000To2000_13TeV-sherpa/NANOAODSIM/PUMoriond17_Nano1June2019_102X_mcRun2_asymptotic_v7-v1/30000/E65330E6-33F7-1746-907C-3BD58E09F98A.root while putdone : [SE][PutDone][SRM_INVALID_PATH] This SURL does not exist in the original request
2337,DESTINATION SRM_PUTDONE Error on the surl srm://srm-cms.gridpp.rl.ac.uk/castor/ads.rl.ac.uk/prod/cms/store/test/rucio/cms//store/mc/RunIISummer16NanoAODv5/CITo2Mu_M800_CUETP8M1_Lam16TeVDesRR_13TeV_Pythia8_Corrected-v3/NANOAODSIM/PUMoriond17_Nano1June2019_102X_mcRun2_asymptotic_v7-v1/30000/BF9B5B05-8217-3546-89D1-F1670AE46942.root while putdone : [SE][PutDone][SRM_INVALID_PATH] This SURL does not exist in the original request
2338,DESTINATION SRM_PUTDONE Error on the surl srm://srm-cms.gridpp.rl.ac.uk/castor/ads.rl.ac.uk/prod/cms/store/test/rucio/cms//store/mc/RunIISummer16NanoAODv5/DMV_NNPDF30_Vector_Mphi-2500_Mchi-1_gSM-0p25_gDM-1p0_v2_13TeV-powheg/NANOAODSIM/PUMoriond17_Nano1June2019_102X_mcRun2_asymptotic_v7-v1/110000/2D0EB69D-3FF3-3244-ACA9-4DAEE131BE9F.root while putdone : [SE][PutDone][SRM_INVALID_PATH] This SURL does not exist in the original request
2339,DESTINATION SRM_PUTDONE Error on the surl srm://srm-cms.gridpp.rl.ac.uk/castor/ads.rl.ac.uk/prod/cms/store/test/rucio/cms//store/mc/RunIISummer16NanoAODv5/DYJetsToLL_Pt-100To250_TuneCUETP8M1_13TeV-amcatnloFXFX-pythia8/NANOAODSIM/PUMoriond17_Nano1June2019_102X_mcRun2_asymptotic_v7_ext5-v1/130000/C26C5B5D-F571-EE47-B979-ECEFA608E7D2.root while putdone : [SE][PutDone][SRM_INVALID_PATH] This SURL does not exist in the original request
2340,DESTINATION SRM_PUTDONE Error on the surl srm://srm-cms.gridpp.rl.ac.uk/castor/ads.rl.ac.uk/prod/cms/store/test/rucio/cms//store/mc/RunIISummer16NanoAODv5/DarkMatter_MonoZToLL_NLO_Scalar_Mx-10_Mv-50_gDM1_gQ1_TuneCUETP8M1_13TeV-madgraph/NANOAODSIM/PUMoriond17_Nano1June2019_102X_mcRun2_asymptotic_v7-v1/260000/F1393D00-1CB7-234C-B319-49E018600C16.root while putdone : [SE][PutDone][SRM_INVALID_PATH] This SURL does not exist in the original request
2341,DESTINATION SRM_PUTDONE Error on the surl srm://srm-cms.gridpp.rl.ac.uk/castor/ads.rl.ac.uk/prod/cms/store/test/rucio/cms//store/mc/RunIISummer16NanoAODv5/GluGluSpin0ToZG_ZToLL_W-1p4_M-5000_TuneCUEP8M1_13TeV-pythia8/NANOAODSIM/PUMoriond17_Nano1June2019_102X_mcRun2_asymptotic_v7-v1/250000/B96F9B0A-C2C1-1542-89ED-1944DE07C3B2.root while putdone : [SE][PutDone][SRM_INVALID_PATH] This SURL does not exist in the original request
2342,DESTINATION SRM_PUTDONE Error on the surl srm://srm-cms.gridpp.rl.ac.uk/castor/ads.rl.ac.uk/prod/cms/store/test/rucio/cms//store/mc/RunIISummer16NanoAODv5/GluGluToZHiggs0L1ToZZ_4LFilter_M125_TuneCP5_13TeV_JHUGenV727_pythia8/NANOAODSIM/PUMoriond17_Nano1June2019_102X_mcRun2_asymptotic_v7-v1/130000/57EF22A5-E6C7-744F-BB69-B44D926084D2.root while putdone : [SE][PutDone][SRM_INVALID_PATH] This SURL does not exist in the original request
2343,DESTINATION SRM_PUTDONE Error on the surl srm://srm-cms.gridpp.rl.ac.uk/castor/ads.rl.ac.uk/prod/cms/store/test/rucio/cms//store/mc/RunIISummer16NanoAODv5/Graviton2PBqqbarToZZTo2L2Nu_width0p3_M-500_13TeV-JHUgenV7-pythia8/NANOAODSIM/PUMoriond17_Nano1June2019_102X_mcRun2_asymptotic_v7-v1/250000/DDF5323D-4273-EE45-B3D2-F52FBBBD7BD5.root while putdone : [SE][PutDone][SRM_INVALID_PATH] This SURL does not exist in the original request
2344,DESTINATION SRM_PUTDONE Error on the surl srm://srm-cms.gridpp.rl.ac.uk/castor/ads.rl.ac.uk/prod/cms/store/test/rucio/cms//store/mc/RunIISummer16NanoAODv5/HeavyNeutrino_trilepton_M-2_V-0_05_tau_Dirac_massiveAndCKM_LO_madgraph_pythia8/NANOAODSIM/PUMoriond17_Nano1June2019_102X_mcRun2_asymptotic_v7-v1/130000/D86C40E4-FB12-5F44-9EC4-556178A875AC.root while putdone : [SE][PutDone][SRM_INVALID_PATH] This SURL does not exist in the original request
2345,DESTINATION SRM_PUTDONE Error on the surl srm://srm-cms.gridpp.rl.ac.uk/castor/ads.rl.ac.uk/prod/cms/store/test/rucio/cms//store/mc/RunIISummer16NanoAODv5/HeavyNeutrino_trilepton_M-8_V-0_00214242852856_mu_Dirac_massiveAndCKM_LO_madgraph_pythia8/NANOAODSIM/PUMoriond17_Nano1June2019_102X_mcRun2_asymptotic_v7-v1/00000/64830038-7E87-7046-ADA5-9F84C2E38E88.root while putdone : [SE][PutDone][SRM_INVALID_PATH] This SURL does not exist in the original request
2346,DESTINATION SRM_PUTDONE Error on the surl srm://srm-cms.gridpp.rl.ac.uk/castor/ads.rl.ac.uk/prod/cms/store/test/rucio/cms//store/mc/RunIISummer16NanoAODv5/MajoranaNeutrinoToSSSF_MuEMu_M-300_TuneCUETP8M1_13TeV-madgraph/NANOAODSIM/PUMoriond17_Nano1June2019_102X_mcRun2_asymptotic_v7-v1/260000/041FCFC4-9440-E142-AEE8-8A290F6DB2D6.root while putdone : [SE][PutDone][SRM_INVALID_PATH] This SURL does not exist in the original request
2347,DESTINATION SRM_PUTDONE Error on the surl srm://srm-cms.gridpp.rl.ac.uk/castor/ads.rl.ac.uk/prod/cms/store/test/rucio/cms//store/mc/RunIISummer16NanoAODv5/QCD_HT300to500_GenJets5_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/NANOAODSIM/PUMoriond17_Nano1June2019_102X_mcRun2_asymptotic_v7-v1/100000/E33665C2-3A53-DB41-BE6A-FE1E6D7F73C2.root while putdone : [SE][PutDone][SRM_INVALID_PATH] This SURL does not exist in the original request
2348,DESTINATION SRM_PUTDONE Error on the surl srm://srm-cms.gridpp.rl.ac.uk/castor/ads.rl.ac.uk/prod/cms/store/test/rucio/cms//store/mc/RunIISummer16NanoAODv5/QstarToGJ_M-1000_f-0p1_TuneCUETP8M1_13TeV-pythia8/NANOAODSIM/PUMoriond17_Nano1June2019_102X_mcRun2_asymptotic_v7-v1/30000/A4B5B496-594D-744F-90B7-A62A07BB7EFE.root while putdone : [SE][PutDone][SRM_INVALID_PATH] This SURL does not exist in the original request
2349,DESTINATION SRM_PUTDONE Error on the surl srm://srm-cms.gridpp.rl.ac.uk/castor/ads.rl.ac.uk/prod/cms/store/test/rucio/cms//store/mc/RunIISummer16NanoAODv5/SUSYGluGluToHToAA_AToTauTau_M-5_TuneCUETP8M1_13TeV_pythia8/NANOAODSIM/PUMoriond17_Nano1June2019_102X_mcRun2_asymptotic_v7-v2/20000/2127ACA3-A69E-3B43-8AA1-59BD9488F76F.root while putdone : [SE][PutDone][SRM_INVALID_PATH] This SURL does not exist in the original request
2350,DESTINATION SRM_PUTDONE Error on the surl srm://srm-cms.gridpp.rl.ac.uk/castor/ads.rl.ac.uk/prod/cms/store/test/rucio/cms//store/mc/RunIISummer16NanoAODv5/SeesawTypeIII_SIGMAplusSIGMAminusWW_M-1220_13TeV-madgraph-pythia8/NANOAODSIM/PUMoriond17_Nano1June2019_102X_mcRun2_asymptotic_v7-v1/130000/50D531A0-108D-BC4C-AD6C-B7BB937EF6D5.root while putdone : [SE][PutDone][SRM_INVALID_PATH] This SURL does not exist in the original request
